G,Date,Time,Day,School,LocType,Opponent,Conf,,Pts,Opp,W,L,Streak,TV,Notes
10,Nov 16 2019,12:00 PM,Sat,Washington State,,Stanford,Pac-12,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,Washington State,,Oregon State,Pac-12,,,,,,,,
12,Nov 29 2019,4:00 PM,Fri,Washington State,@,Washington,Pac-12,,,,,,,,
1,Aug 31 2019,10:30 PM,Sat,USC,,Fresno State,MWC,W,31,23,1,0,W 1,,
2,Sep 7 2019,10:30 PM,Sat,USC,,(23) Stanford,Pac-12,W,45,20,2,0,W 2,,
3,Sep 14 2019,3:30 PM,Sat,(24) USC,@,Brigham Young,Ind,L,27,30,2,1,L 1,,
4,Sep 20 2019,9:00 PM,Fri,USC,,(10) Utah,Pac-12,W,30,23,3,1,W 1,,
5,Sep 28 2019,3:30 PM,Sat,(21) USC,@,(17) Washington,Pac-12,L,14,28,3,2,L 1,,
6,Oct 12 2019,7:30 PM,Sat,USC,@,(9) Notre Dame,Ind,L,27,30,3,3,L 2,,
7,Oct 19 2019,9:30 PM,Sat,USC,,Arizona,Pac-12,W,41,14,4,3,W 1,,
8,Oct 25 2019,9:00 PM,Fri,USC,@,Colorado,Pac-12,W,35,31,5,3,W 2,,
9,Nov 2 2019,8:00 PM,Sat,USC,,(11) Oregon,Pac-12,,,,,,,,
10,Nov 9 2019,12:00 PM,Sat,USC,@,(24) Arizona State,Pac-12,,,,,,,,
11,Nov 16 2019,12:00 PM,Sat,USC,@,California,Pac-12,,,,,,,,
12,Nov 23 2019,12:00 PM,Sat,USC,,UCLA,Pac-12,,,,,,,,
1,Aug 29 2019,10:15 PM,Thu,(14) Utah,@,Brigham Young,Ind,W,30,12,1,0,W 1,,
2,Sep 7 2019,1:00 PM,Sat,(13) Utah,,Northern Illinois,MAC,W,35,17,2,0,W 2,,
3,Sep 14 2019,4:15 PM,Sat,(11) Utah,,Idaho State,Non-Major,W,31,0,3,0,W 3,,
4,Sep 20 2019,9:00 PM,Fri,(10) Utah,@,USC,Pac-12,L,23,30,3,1,L 1,,
5,Sep 28 2019,10:00 PM,Sat,(19) Utah,,Washington State,Pac-12,W,38,13,4,1,W 1,,
6,Oct 12 2019,8:00 PM,Sat,(15) Utah,@,Oregon State,Pac-12,W,52,7,5,1,W 2,,
7,Oct 19 2019,6:00 PM,Sat,(13) Utah,,(17) Arizona State,Pac-12,W,21,3,6,1,W 3,,
8,Oct 26 2019,10:00 PM,Sat,(12) Utah,,California,Pac-12,,,,,,,,
9,Nov 2 2019,4:00 PM,Sat,(12) Utah,@,Washington,Pac-12,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,(12) Utah,,UCLA,Pac-12,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,(12) Utah,@,Arizona,Pac-12,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,(12) Utah,,Colorado,Pac-12,,,,,,,,
1,Aug 29 2019,10:00 PM,Thu,Arizona State,,Kent State,MAC,W,30,7,1,0,W 1,,
2,Sep 6 2019,10:00 PM,Fri,Arizona State,,Sacramento State,Non-Major,W,19,7,2,0,W 2,,
3,Sep 14 2019,4:00 PM,Sat,Arizona State,@,(18) Michigan State,Big Ten,W,10,7,3,0,W 3,,
4,Sep 21 2019,10:00 PM,Sat,(24) Arizona State,,Colorado,Pac-12,L,31,34,3,1,L 1,,
5,Sep 27 2019,10:30 PM,Fri,Arizona State,@,(15) California,Pac-12,W,24,17,4,1,W 1,,
6,Oct 12 2019,3:30 PM,Sat,(18) Arizona State,,Washington State,Pac-12,W,38,34,5,1,W 2,,
7,Oct 19 2019,6:00 PM,Sat,(17) Arizona State,@,(13) Utah,Pac-12,L,3,21,5,2,L 1,,
8,Oct 26 2019,7:30 PM,Sat,(24) Arizona State,@,UCLA,Pac-12,,,,,,,,
9,Nov 9 2019,12:00 PM,Sat,(24) Arizona State,,USC,Pac-12,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,(24) Arizona State,@,Oregon State,Pac-12,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,(24) Arizona State,,(11) Oregon,Pac-12,,,,,,,,
12,Nov 30 2019,,Sat,(24) Arizona State,,Arizona,Pac-12,,,,,,,,
1,Aug 24 2019,10:30 PM,Sat,Arizona,@,Hawaii,MWC,L,38,45,0,1,L 1,,
2,Sep 7 2019,10:45 PM,Sat,Arizona,,Northern Arizona,Non-Major,W,65,41,1,1,W 1,,
3,Sep 14 2019,10:30 PM,Sat,Arizona,,Texas Tech,Big 12,W,28,14,2,1,W 2,,
4,Sep 28 2019,10:30 PM,Sat,Arizona,,UCLA,Pac-12,W,20,17,3,1,W 3,,
5,Oct 5 2019,4:30 PM,Sat,Arizona,@,Colorado,Pac-12,W,35,30,4,1,W 4,,
6,Oct 12 2019,11:00 PM,Sat,Arizona,,Washington,Pac-12,L,27,51,4,2,L 1,,
7,Oct 19 2019,9:30 PM,Sat,Arizona,@,USC,Pac-12,L,14,41,4,3,L 2,,
8,Oct 26 2019,3:30 PM,Sat,Arizona,@,Stanford,Pac-12,,,,,,,,
9,Nov 2 2019,4:30 PM,Sat,Arizona,,Oregon State,Pac-12,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,Arizona,@,(11) Oregon,Pac-12,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,Arizona,,(12) Utah,Pac-12,,,,,,,,
12,Nov 30 2019,,Sat,Arizona,@,(24) Arizona State,Pac-12,,,,,,,,
1,Aug 29 2019,7:00 PM,Thu,UCLA,@,Cincinnati,American,L,14,24,0,1,L 1,,
2,Sep 7 2019,4:15 PM,Sat,UCLA,,San Diego State,MWC,L,14,23,0,2,L 2,,
3,Sep 14 2019,8:00 PM,Sat,UCLA,,(5) Oklahoma,Big 12,L,14,48,0,3,L 3,,
4,Sep 21 2019,10:30 PM,Sat,UCLA,@,(19) Washington State,Pac-12,W,67,63,1,3,W 1,,
5,Sep 28 2019,10:30 PM,Sat,UCLA,@,Arizona,Pac-12,L,17,20,1,4,L 1,,
6,Oct 5 2019,9:00 PM,Sat,UCLA,,Oregon State,Pac-12,L,31,48,1,5,L 2,,
7,Oct 17 2019,9:00 PM,Thu,UCLA,@,Stanford,Pac-12,W,34,16,2,5,W 1,,
8,Oct 26 2019,7:30 PM,Sat,UCLA,,(24) Arizona State,Pac-12,,,,,,,,
9,Nov 2 2019,9:00 PM,Sat,UCLA,,Colorado,Pac-12,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,UCLA,@,(12) Utah,Pac-12,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,UCLA,@,USC,Pac-12,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,UCLA,,California,Pac-12,,,,,,,,
1,Aug 30 2019,10:00 PM,Fri,Colorado,N,Colorado State,MWC,W,52,31,1,0,W 1,,
2,Sep 7 2019,3:30 PM,Sat,Colorado,,(25) Nebraska,Big Ten,W,34,31,2,0,W 2,,
3,Sep 14 2019,1:00 PM,Sat,Colorado,,Air Force,MWC,L,23,30,2,1,L 1,,
4,Sep 21 2019,10:00 PM,Sat,Colorado,@,(24) Arizona State,Pac-12,W,34,31,3,1,W 1,,
5,Oct 5 2019,4:30 PM,Sat,Colorado,,Arizona,Pac-12,L,30,35,3,2,L 1,,
6,Oct 11 2019,10:00 PM,Fri,Colorado,@,(13) Oregon,Pac-12,L,3,45,3,3,L 2,,
7,Oct 19 2019,7:00 PM,Sat,Colorado,@,Washington State,Pac-12,L,10,41,3,4,L 3,,
8,Oct 25 2019,9:00 PM,Fri,Colorado,,USC,Pac-12,L,31,35,3,5,L 4,,
9,Nov 2 2019,9:00 PM,Sat,Colorado,@,UCLA,Pac-12,,,,,,,,
10,Nov 9 2019,12:00 PM,Sat,Colorado,,Stanford,Pac-12,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,Colorado,,Washington,Pac-12,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,Colorado,@,(12) Utah,Pac-12,,,,,,,,
1,Aug 31 2019,3:30 PM,Sat,Appalachian State,,East Tennessee State,Non-Major,W,42,7,1,0,W 1,,
2,Sep 7 2019,3:30 PM,Sat,Appalachian State,,Charlotte,CUSA,W,56,41,2,0,W 2,,
3,Sep 21 2019,3:30 PM,Sat,Appalachian State,@,North Carolina,ACC,W,34,31,3,0,W 3,,
4,Sep 28 2019,3:30 PM,Sat,Appalachian State,,Coastal Carolina,Sun Belt,W,56,37,4,0,W 4,,
5,Oct 9 2019,8:00 PM,Wed,Appalachian State,@,Louisiana,Sun Belt,W,17,7,5,0,W 5,,
6,Oct 19 2019,3:30 PM,Sat,(24) Appalachian State,,Louisiana-Monroe,Sun Belt,W,52,7,6,0,W 6,,
7,Oct 26 2019,12:00 PM,Sat,(21) Appalachian State,@,South Alabama,Sun Belt,,,,,,,,
8,Oct 31 2019,8:00 PM,Thu,(21) Appalachian State,,Georgia Southern,Sun Belt,,,,,,,,
9,Nov 9 2019,12:00 PM,Sat,(21) Appalachian State,@,South Carolina,SEC,,,,,,,,
10,Nov 16 2019,2:00 PM,Sat,(21) Appalachian State,@,Georgia State,Sun Belt,,,,,,,,
11,Nov 23 2019,2:30 PM,Sat,(21) Appalachian State,,Texas State,Sun Belt,,,,,,,,
12,Nov 29 2019,,Fri,(21) Appalachian State,@,Troy,Sun Belt,,,,,,,,
1,Aug 31 2019,3:30 PM,Sat,Georgia State,@,Tennessee,SEC,W,38,30,1,0,W 1,,
2,Sep 7 2019,7:00 PM,Sat,Georgia State,,Furman,Non-Major,W,48,42,2,0,W 2,,
3,Sep 14 2019,7:00 PM,Sat,Georgia State,@,Western Michigan,MAC,L,10,57,2,1,L 1,,
4,Sep 21 2019,7:00 PM,Sat,Georgia State,@,Texas State,Sun Belt,L,34,37,2,2,L 2,,
5,Oct 5 2019,3:30 PM,Sat,Georgia State,,Arkansas State,Sun Belt,W,52,38,3,2,W 1,,
6,Oct 12 2019,5:00 PM,Sat,Georgia State,@,Coastal Carolina,Sun Belt,W,31,21,4,2,W 2,,
7,Oct 19 2019,7:00 PM,Sat,Georgia State,,Army,Ind,W,28,21,5,2,W 3,,
8,Oct 26 2019,7:00 PM,Sat,Georgia State,,Troy,Sun Belt,,,,,,,,
9,Nov 9 2019,5:00 PM,Sat,Georgia State,@,Louisiana-Monroe,Sun Belt,,,,,,,,
10,Nov 16 2019,2:00 PM,Sat,Georgia State,,(21) Appalachian State,Sun Belt,,,,,,,,
11,Nov 23 2019,2:00 PM,Sat,Georgia State,,South Alabama,Sun Belt,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,Georgia State,@,Georgia Southern,Sun Belt,,,,,,,,
1,Aug 31 2019,7:30 PM,Sat,Georgia Southern,@,(6) LSU,SEC,L,3,55,0,1,L 1,,
2,Sep 7 2019,6:00 PM,Sat,Georgia Southern,,Maine,Non-Major,W,26,18,1,1,W 1,,
3,Sep 14 2019,3:30 PM,Sat,Georgia Southern,@,Minnesota,Big Ten,L,32,35,1,2,L 1,,
4,Sep 28 2019,6:00 PM,Sat,Georgia Southern,,Louisiana,Sun Belt,L,24,37,1,3,L 2,,
5,Oct 3 2019,7:30 PM,Thu,Georgia Southern,@,South Alabama,Sun Belt,W,20,17,2,3,W 1,,
6,Oct 19 2019,3:00 PM,Sat,Georgia Southern,,Coastal Carolina,Sun Belt,W,30,27,3,3,W 2,,
7,Oct 26 2019,3:00 PM,Sat,Georgia Southern,,New Mexico State,Ind,,,,,,,,
8,Oct 31 2019,8:00 PM,Thu,Georgia Southern,@,(21) Appalachian State,Sun Belt,,,,,,,,
9,Nov 9 2019,3:30 PM,Sat,Georgia Southern,@,Troy,Sun Belt,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,Georgia Southern,,Louisiana-Monroe,Sun Belt,,,,,,,,
11,Nov 23 2019,3:00 PM,Sat,Georgia Southern,@,Arkansas State,Sun Belt,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,Georgia Southern,,Georgia State,Sun Belt,,,,,,,,
1,Aug 31 2019,6:00 PM,Sat,Troy,,Campbell,Non-Major,W,43,14,1,0,W 1,,
2,Sep 14 2019,6:00 PM,Sat,Troy,,Southern Mississippi,CUSA,L,42,47,1,1,L 1,,
3,Sep 21 2019,3:00 PM,Sat,Troy,@,Akron,MAC,W,35,7,2,1,W 1,,
4,Sep 28 2019,6:00 PM,Sat,Troy,,Arkansas State,Sun Belt,L,43,50,2,2,L 1,,
5,Oct 5 2019,4:00 PM,Sat,Troy,@,Missouri,SEC,L,10,42,2,3,L 2,,
6,Oct 16 2019,8:00 PM,Wed,Troy,,South Alabama,Sun Belt,W,37,13,3,3,W 1,,
7,Oct 26 2019,7:00 PM,Sat,Troy,@,Georgia State,Sun Belt,,,,,,,,
8,Nov 2 2019,3:00 PM,Sat,Troy,@,Coastal Carolina,Sun Belt,,,,,,,,
9,Nov 9 2019,3:30 PM,Sat,Troy,,Georgia Southern,Sun Belt,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,Troy,@,Texas State,Sun Belt,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,Troy,@,Louisiana,Sun Belt,,,,,,,,
12,Nov 29 2019,,Fri,Troy,,(21) Appalachian State,Sun Belt,,,,,,,,
1,Aug 31 2019,3:30 PM,Sat,Coastal Carolina,,Eastern Michigan,MAC,L,23,30,0,1,L 1,,
2,Sep 7 2019,7:00 PM,Sat,Coastal Carolina,@,Kansas,Big 12,W,12,7,1,1,W 1,,
3,Sep 14 2019,2:00 PM,Sat,Coastal Carolina,,Norfolk State,Non-Major,W,46,7,2,1,W 2,,
4,Sep 21 2019,1:00 PM,Sat,Coastal Carolina,@,Massachusetts,Ind,W,62,28,3,1,W 3,,
5,Sep 28 2019,3:30 PM,Sat,Coastal Carolina,@,Appalachian State,Sun Belt,L,37,56,3,2,L 1,,
6,Oct 12 2019,5:00 PM,Sat,Coastal Carolina,,Georgia State,Sun Belt,L,21,31,3,3,L 2,,
7,Oct 19 2019,3:00 PM,Sat,Coastal Carolina,@,Georgia Southern,Sun Belt,L,27,30,3,4,L 3,,
8,Nov 2 2019,3:00 PM,Sat,Coastal Carolina,,Troy,Sun Belt,,,,,,,,
9,Nov 7 2019,7:30 PM,Thu,Coastal Carolina,,Louisiana,Sun Belt,,,,,,,,
10,Nov 16 2019,3:00 PM,Sat,Coastal Carolina,@,Arkansas State,Sun Belt,,,,,,,,
11,Nov 23 2019,5:00 PM,Sat,Coastal Carolina,@,Louisiana-Monroe,Sun Belt,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,Coastal Carolina,,Texas State,Sun Belt,,,,,,,,
1,Aug 31 2019,12:00 PM,Sat,Louisiana,N,Mississippi State,SEC,L,28,38,0,1,L 1,,
2,Sep 7 2019,7:30 PM,Sat,Louisiana,,Liberty,Ind,W,35,14,1,1,W 1,,
3,Sep 14 2019,7:30 PM,Sat,Louisiana,,Texas Southern,Non-Major,W,77,6,2,1,W 2,,
4,Sep 21 2019,2:00 PM,Sat,Louisiana,@,Ohio,MAC,W,45,25,3,1,W 3,,
5,Sep 28 2019,6:00 PM,Sat,Louisiana,@,Georgia Southern,Sun Belt,W,37,24,4,1,W 4,,
6,Oct 9 2019,8:00 PM,Wed,Louisiana,,Appalachian State,Sun Belt,L,7,17,4,2,L 1,,
7,Oct 17 2019,7:30 PM,Thu,Louisiana,@,Arkansas State,Sun Belt,W,37,20,5,2,W 1,,
8,Nov 2 2019,5:00 PM,Sat,Louisiana,,Texas State,Sun Belt,,,,,,,,
9,Nov 7 2019,7:30 PM,Thu,Louisiana,@,Coastal Carolina,Sun Belt,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,Louisiana,@,South Alabama,Sun Belt,,,,,,,,
11,Nov 23 2019,12:00 PM,Sat,Louisiana,,Troy,Sun Belt,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,Louisiana,,Louisiana-Monroe,Sun Belt,,,,,,,,
1,Aug 31 2019,8:00 PM,Sat,Louisiana-Monroe,,Grambling State,Non-Major,W,31,9,1,0,W 1,,
2,Sep 7 2019,5:00 PM,Sat,Louisiana-Monroe,@,Florida State,ACC,L,44,45,1,1,L 1,,
3,Sep 21 2019,12:00 PM,Sat,Louisiana-Monroe,@,Iowa State,Big 12,L,20,72,1,2,L 2,,
4,Sep 28 2019,7:00 PM,Sat,Louisiana-Monroe,,South Alabama,Sun Belt,W,30,17,2,2,W 1,,
5,Oct 5 2019,3:45 PM,Sat,Louisiana-Monroe,,Memphis,American,L,33,52,2,3,L 1,,
6,Oct 10 2019,9:15 PM,Thu,Louisiana-Monroe,@,Texas State,Sun Belt,W,24,14,3,3,W 1,,
7,Oct 19 2019,3:30 PM,Sat,Louisiana-Monroe,@,(24) Appalachian State,Sun Belt,L,7,52,3,4,L 1,,
8,Nov 2 2019,3:30 PM,Sat,Louisiana-Monroe,,Arkansas State,Sun Belt,,,,,,,,
9,Nov 9 2019,5:00 PM,Sat,Louisiana-Monroe,,Georgia State,Sun Belt,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,Louisiana-Monroe,@,Georgia Southern,Sun Belt,,,,,,,,
11,Nov 23 2019,5:00 PM,Sat,Louisiana-Monroe,,Coastal Carolina,Sun Belt,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,Louisiana-Monroe,@,Louisiana,Sun Belt,,,,,,,,
1,Aug 29 2019,8:30 PM,Thu,Texas State,@,(12) Texas A&M,SEC,L,7,41,0,1,L 1,,
2,Sep 7 2019,7:00 PM,Sat,Texas State,,Wyoming,MWC,L,14,23,0,2,L 2,,
3,Sep 14 2019,7:00 PM,Sat,Texas State,@,SMU,American,L,17,47,0,3,L 3,,
4,Sep 21 2019,7:00 PM,Sat,Texas State,,Georgia State,Sun Belt,W,37,34,1,3,W 1,,
5,Sep 28 2019,7:00 PM,Sat,Texas State,,Nicholls State,Non-Major,W,24,3,2,3,W 2,,
6,Oct 10 2019,9:15 PM,Thu,Texas State,,Louisiana-Monroe,Sun Belt,L,14,24,2,4,L 1,,
7,Oct 26 2019,7:00 PM,Sat,Texas State,@,Arkansas State,Sun Belt,,,,,,,,
8,Nov 2 2019,5:00 PM,Sat,Texas State,@,Louisiana,Sun Belt,,,,,,,,
9,Nov 9 2019,12:00 PM,Sat,Texas State,,South Alabama,Sun Belt,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,Texas State,,Troy,Sun Belt,,,,,,,,
11,Nov 23 2019,2:30 PM,Sat,Texas State,@,(21) Appalachian State,Sun Belt,,,,,,,,
12,Nov 30 2019,12:00 PM,Sat,Texas State,@,Coastal Carolina,Sun Belt,,,,,,,,
1,Aug 31 2019,7:00 PM,Sat,Arkansas State,,SMU,American,L,30,37,0,1,L 1,,
2,Sep 7 2019,10:00 PM,Sat,Arkansas State,@,Nevada-Las Vegas,MWC,W,43,17,1,1,W 1,,
3,Sep 14 2019,12:00 PM,Sat,Arkansas State,@,(3) Georgia,SEC,L,0,55,1,2,L 1,,
4,Sep 21 2019,7:00 PM,Sat,Arkansas State,,Southern Illinois,Non-Major,W,41,28,2,2,W 1,,
5,Sep 28 2019,6:00 PM,Sat,Arkansas State,@,Troy,Sun Belt,W,50,43,3,2,W 2,,
6,Oct 5 2019,3:30 PM,Sat,Arkansas State,@,Georgia State,Sun Belt,L,38,52,3,3,L 1,,
7,Oct 17 2019,7:30 PM,Thu,Arkansas State,,Louisiana,Sun Belt,L,20,37,3,4,L 2,,
8,Oct 26 2019,7:00 PM,Sat,Arkansas State,,Texas State,Sun Belt,,,,,,,,
9,Nov 2 2019,3:30 PM,Sat,Arkansas State,@,Louisiana-Monroe,Sun Belt,,,,,,,,
10,Nov 16 2019,3:00 PM,Sat,Arkansas State,,Coastal Carolina,Sun Belt,,,,,,,,
11,Nov 23 2019,3:00 PM,Sat,Arkansas State,,Georgia Southern,Sun Belt,,,,,,,,
12,Nov 29 2019,,Fri,Arkansas State,@,South Alabama,Sun Belt,,,,,,,,
1,Aug 31 2019,12:00 PM,Sat,South Alabama,@,(24) Nebraska,Big Ten,L,21,35,0,1,L 1,,
2,Sep 7 2019,7:00 PM,Sat,South Alabama,,Jackson State,Non-Major,W,37,14,1,1,W 1,,
3,Sep 14 2019,3:30 PM,Sat,South Alabama,,Memphis,American,L,6,42,1,2,L 1,,
4,Sep 21 2019,3:30 PM,Sat,South Alabama,@,UAB,CUSA,L,3,35,1,3,L 2,,
5,Sep 28 2019,7:00 PM,Sat,South Alabama,@,Louisiana-Monroe,Sun Belt,L,17,30,1,4,L 3,,
6,Oct 3 2019,7:30 PM,Thu,South Alabama,,Georgia Southern,Sun Belt,L,17,20,1,5,L 4,,
7,Oct 16 2019,8:00 PM,Wed,South Alabama,@,Troy,Sun Belt,L,13,37,1,6,L 5,,
8,Oct 26 2019,12:00 PM,Sat,South Alabama,,(21) Appalachian State,Sun Belt,,,,,,,,
9,Nov 9 2019,12:00 PM,Sat,South Alabama,@,Texas State,Sun Belt,,,,,,,,
10,Nov 16 2019,12:00 PM,Sat,South Alabama,,Louisiana,Sun Belt,,,,,,,,
11,Nov 23 2019,2:00 PM,Sat,South Alabama,@,Georgia State,Sun Belt,,,,,,,,
12,Nov 29 2019,,Fri,South Alabama,,Arkansas State,Sun Belt,,,,,,,,
